,City,Latitude,Max Temp,Humidity,Cloudiness,Wind Speed
559,Ko Samui,9.54,81.25,73,97,2.71
560,Shawnee,39.05,46.27,34,1,8.05
561,Berdigestyakh,62.1,-8.63,90,87,2.98
562,Teodoro Sampaio,-22.53,74.39,48,1,5.06
563,Jaca,42.57,42.01,73,0,1.03
564,Gizo Government Station,-8.1,85.08,68,38,5.59
565,Bom Jesus,-9.07,73.8,89,100,3.38
566,Areosa,41.72,51.57,87,0,3.78
567,Bichena,10.45,48.34,49,6,1.61
568,Maïné Soroa,13.21,74.01,30,6,9.01
569,Klyuchi,52.27,18.7,96,100,4.83
570,Sucúa,-2.47,69.8,88,40,2.24
571,Viedma,-40.81,66.99,52,89,13.82
572,Tizimín,21.15,72.59,94,13,6.2
